# Time(ps) Median_Gaussian_Curvature(1/A^2)
114200.0000 0.00005326
114300.0000 0.00005312
114400.0000 0.00005351
114500.0000 0.00005325
114600.0000 0.00005349
114700.0000 0.00005397
114800.0000 0.00005346
114900.0000 0.00005291
115000.0000 0.00005321
115100.0000 0.00005345
115200.0000 0.00005347
115300.0000 0.00005322
115400.0000 0.00005353
115500.0000 0.00005321
115600.0000 0.00005317
115700.0000 0.00005303
115800.0000 0.00005326
115900.0000 0.00005367
116000.0000 0.00005274
116100.0000 0.00005353
116200.0000 0.00005327
116300.0000 0.00005337
116400.0000 0.00005336
116500.0000 0.00005389
116600.0000 0.00005382
116700.0000 0.00005349
116800.0000 0.00005280
116900.0000 0.00005318
117000.0000 0.00005294
117100.0000 0.00005398
117200.0000 0.00005392
117300.0000 0.00005359
117400.0000 0.00005310
117500.0000 0.00005277
117600.0000 0.00005341
117700.0000 0.00005329
117800.0000 0.00005295
117900.0000 0.00005363
118000.0000 0.00005242
118100.0000 0.00005294
118200.0000 0.00005317
118300.0000 0.00005315
118400.0000 0.00005262
118500.0000 0.00005319
118600.0000 0.00005351
118700.0000 0.00005381
118800.0000 0.00005370
118900.0000 0.00005312
119000.0000 0.00005345
119100.0000 0.00005379
119200.0000 0.00005364
119300.0000 0.00005335
119400.0000 0.00005288
119500.0000 0.00005308
119600.0000 0.00005412
119700.0000 0.00005375
119800.0000 0.00005218
119900.0000 0.00005264
120000.0000 0.00005370
120100.0000 0.00005326
120200.0000 0.00005361
120300.0000 0.00005335
120400.0000 0.00005332
120500.0000 0.00005359
120600.0000 0.00005349
120700.0000 0.00005308
120800.0000 0.00005288
120900.0000 0.00005321
121000.0000 0.00005355
121100.0000 0.00005308
121200.0000 0.00005309
121300.0000 0.00005292
121400.0000 0.00005396
121500.0000 0.00005284
121600.0000 0.00005324
121700.0000 0.00005381
121800.0000 0.00005346
121900.0000 0.00005348
122000.0000 0.00005341
122100.0000 0.00005322
122200.0000 0.00005332
122300.0000 0.00005379
122400.0000 0.00005287
122500.0000 0.00005351
122600.0000 0.00005282
122700.0000 0.00005261
122800.0000 0.00005370
122900.0000 0.00005286
123000.0000 0.00005377
123100.0000 0.00005386
123200.0000 0.00005378
123300.0000 0.00005329
123400.0000 0.00005340
123500.0000 0.00005294
123600.0000 0.00005350
123700.0000 0.00005345
123800.0000 0.00005357
123900.0000 0.00005318
124000.0000 0.00005391
124100.0000 0.00005317
124200.0000 0.00005393
124300.0000 0.00005309
124400.0000 0.00005372
124500.0000 0.00005308
124600.0000 0.00005322
124700.0000 0.00005246
124800.0000 0.00005375
124900.0000 0.00005305
125000.0000 0.00005351
125100.0000 0.00005227
125200.0000 0.00005327
125300.0000 0.00005305
125400.0000 0.00005403
125500.0000 0.00005296
125600.0000 0.00005323
125700.0000 0.00005337
125800.0000 0.00005342
125900.0000 0.00005344
126000.0000 0.00005305
126100.0000 0.00005272
126200.0000 0.00005342
126300.0000 0.00005365
126400.0000 0.00005253
126500.0000 0.00005340
126600.0000 0.00005300
126700.0000 0.00005306
126800.0000 0.00005263
126900.0000 0.00005315
127000.0000 0.00005362
127100.0000 0.00005298
127200.0000 0.00005429
127300.0000 0.00005375
127400.0000 0.00005327
127500.0000 0.00005331
127600.0000 0.00005278
127700.0000 0.00005387
127800.0000 0.00005247
127900.0000 0.00005291
128000.0000 0.00005340
128100.0000 0.00005284
128200.0000 0.00005402
128300.0000 0.00005286
128400.0000 0.00005270
128500.0000 0.00005358
128600.0000 0.00005307
128700.0000 0.00005361
128800.0000 0.00005390
128900.0000 0.00005273
129000.0000 0.00005301
129100.0000 0.00005299
129200.0000 0.00005314
129300.0000 0.00005386
129400.0000 0.00005351
129500.0000 0.00005362
129600.0000 0.00005351
129700.0000 0.00005375
129800.0000 0.00005355
129900.0000 0.00005322
130000.0000 0.00005330
130100.0000 0.00005302
130200.0000 0.00005416
130300.0000 0.00005376
130400.0000 0.00005343
130500.0000 0.00005311
130600.0000 0.00005315
130700.0000 0.00005278
130800.0000 0.00005312
130900.0000 0.00005436
131000.0000 0.00005281
131100.0000 0.00005317
131200.0000 0.00005345
131300.0000 0.00005278
131400.0000 0.00005384
131500.0000 0.00005274
131600.0000 0.00005341
131700.0000 0.00005377
131800.0000 0.00005247
131900.0000 0.00005349
132000.0000 0.00005250
132100.0000 0.00005307
132200.0000 0.00005317
132300.0000 0.00005326
132400.0000 0.00005249
132500.0000 0.00005297
132600.0000 0.00005304
132700.0000 0.00005277
132800.0000 0.00005341
132900.0000 0.00005331
133000.0000 0.00005365
133100.0000 0.00005290
133200.0000 0.00005306
133300.0000 0.00005321
133400.0000 0.00005374
133500.0000 0.00005339
133600.0000 0.00005395
133700.0000 0.00005225
133800.0000 0.00005251
133900.0000 0.00005263
134000.0000 0.00005236
134100.0000 0.00005328
134200.0000 0.00005337
134300.0000 0.00005294
134400.0000 0.00005320
134500.0000 0.00005302
134600.0000 0.00005322
134700.0000 0.00005362
134800.0000 0.00005312
134900.0000 0.00005282
135000.0000 0.00005261
135100.0000 0.00005298
135200.0000 0.00005286
135300.0000 0.00005318
135400.0000 0.00005297
135500.0000 0.00005311
135600.0000 0.00005284
135700.0000 0.00005326
135800.0000 0.00005376
135900.0000 0.00005361
136000.0000 0.00005306
136100.0000 0.00005324
136200.0000 0.00005352
136300.0000 0.00005331
136400.0000 0.00005316
136500.0000 0.00005338
136600.0000 0.00005322
136700.0000 0.00005330
136800.0000 0.00005345
136900.0000 0.00005389
137000.0000 0.00005343
137100.0000 0.00005273
137200.0000 0.00005251
137300.0000 0.00005319
137400.0000 0.00005241
137500.0000 0.00005298
137600.0000 0.00005308
137700.0000 0.00005291
137800.0000 0.00005394
137900.0000 0.00005358
138000.0000 0.00005338
138100.0000 0.00005294
138200.0000 0.00005332
138300.0000 0.00005343
138400.0000 0.00005383
138500.0000 0.00005398
138600.0000 0.00005264
138700.0000 0.00005336
138800.0000 0.00005454
138900.0000 0.00005306
139000.0000 0.00005394
139100.0000 0.00005372
139200.0000 0.00005286
139300.0000 0.00005308
139400.0000 0.00005316
139500.0000 0.00005294
139600.0000 0.00005372
139700.0000 0.00005297
139800.0000 0.00005411
139900.0000 0.00005317
140000.0000 0.00005293
140100.0000 0.00005258
140200.0000 0.00005337
140300.0000 0.00005327
140400.0000 0.00005329
140500.0000 0.00005343
140600.0000 0.00005335
140700.0000 0.00005350
140800.0000 0.00005339
140900.0000 0.00005298
141000.0000 0.00005325
141100.0000 0.00005378
141200.0000 0.00005388
141300.0000 0.00005425
141400.0000 0.00005309
141500.0000 0.00005336
141600.0000 0.00005356
141700.0000 0.00005316
141800.0000 0.00005299
141900.0000 0.00005285
142000.0000 0.00005350
142100.0000 0.00005268
142200.0000 0.00005387
142300.0000 0.00005362
142400.0000 0.00005339
142500.0000 0.00005414
142600.0000 0.00005420
142700.0000 0.00005270
142800.0000 0.00005364
142900.0000 0.00005297
143000.0000 0.00005425
143100.0000 0.00005316
143200.0000 0.00005255
143300.0000 0.00005349
143400.0000 0.00005266
143500.0000 0.00005350
143600.0000 0.00005284
143700.0000 0.00005291
143800.0000 0.00005360
143900.0000 0.00005342
144000.0000 0.00005419
144100.0000 0.00005410
144200.0000 0.00005382
144300.0000 0.00005307
144400.0000 0.00005310
144500.0000 0.00005303
144600.0000 0.00005360
144700.0000 0.00005372
144800.0000 0.00005379
144900.0000 0.00005280
145000.0000 0.00005258
145100.0000 0.00005285
145200.0000 0.00005379
145300.0000 0.00005318
145400.0000 0.00005324
145500.0000 0.00005335
145600.0000 0.00005374
145700.0000 0.00005321
145800.0000 0.00005326
145900.0000 0.00005317
146000.0000 0.00005274
146100.0000 0.00005303
146200.0000 0.00005362
146300.0000 0.00005281
146400.0000 0.00005349
146500.0000 0.00005284
146600.0000 0.00005335
146700.0000 0.00005327
146800.0000 0.00005400
146900.0000 0.00005325
147000.0000 0.00005366
147100.0000 0.00005272
147200.0000 0.00005312
147300.0000 0.00005289
147400.0000 0.00005269
147500.0000 0.00005394
147600.0000 0.00005415
147700.0000 0.00005292
147800.0000 0.00005300
147900.0000 0.00005320
148000.0000 0.00005277
148100.0000 0.00005314
148200.0000 0.00005243
148300.0000 0.00005353
148400.0000 0.00005310
148500.0000 0.00005296
148600.0000 0.00005302
148700.0000 0.00005329
148800.0000 0.00005308
148900.0000 0.00005299
149000.0000 0.00005257
149100.0000 0.00005399
149200.0000 0.00005384
149300.0000 0.00005324
149400.0000 0.00005316
149500.0000 0.00005375
149600.0000 0.00005355
149700.0000 0.00005251
149800.0000 0.00005373
149900.0000 0.00005325
150000.0000 0.00005332
150100.0000 0.00005352
150200.0000 0.00005344
150300.0000 0.00005365
150400.0000 0.00005369
150500.0000 0.00005313
150600.0000 0.00005290
150700.0000 0.00005303
150800.0000 0.00005247
150900.0000 0.00005361
151000.0000 0.00005310
151100.0000 0.00005341
151200.0000 0.00005304
151300.0000 0.00005295
151400.0000 0.00005272
151500.0000 0.00005288
151600.0000 0.00005295
151700.0000 0.00005340
151800.0000 0.00005333
151900.0000 0.00005351
152000.0000 0.00005257
152100.0000 0.00005276
152200.0000 0.00005309
152300.0000 0.00005385
152400.0000 0.00005311
152500.0000 0.00005336
152600.0000 0.00005284
152700.0000 0.00005378
152800.0000 0.00005332
152900.0000 0.00005355
153000.0000 0.00005182
153100.0000 0.00005325
153200.0000 0.00005275
153300.0000 0.00005345
153400.0000 0.00005302
153500.0000 0.00005283
153600.0000 0.00005286
153700.0000 0.00005283
153800.0000 0.00005293
153900.0000 0.00005328
154000.0000 0.00005357
154100.0000 0.00005326
154200.0000 0.00005311
154300.0000 0.00005374
154400.0000 0.00005335
154500.0000 0.00005264
154600.0000 0.00005306
154700.0000 0.00005305
154800.0000 0.00005307
154900.0000 0.00005412
155000.0000 0.00005284
155100.0000 0.00005319
155200.0000 0.00005328
155300.0000 0.00005302
155400.0000 0.00005329
155500.0000 0.00005348
155600.0000 0.00005384
155700.0000 0.00005345
155800.0000 0.00005306
155900.0000 0.00005314
156000.0000 0.00005298
156100.0000 0.00005328
156200.0000 0.00005358
156300.0000 0.00005408
156400.0000 0.00005305
156500.0000 0.00005310
156600.0000 0.00005290
156700.0000 0.00005359
156800.0000 0.00005270
156900.0000 0.00005297
157000.0000 0.00005365
157100.0000 0.00005341
157200.0000 0.00005344
157300.0000 0.00005293
157400.0000 0.00005359
157500.0000 0.00005302
157600.0000 0.00005319
157700.0000 0.00005281
157800.0000 0.00005330
157900.0000 0.00005311
158000.0000 0.00005209
158100.0000 0.00005328
158200.0000 0.00005247
158300.0000 0.00005324
158400.0000 0.00005332
158500.0000 0.00005341
158600.0000 0.00005230
158700.0000 0.00005293
158800.0000 0.00005389
158900.0000 0.00005343
159000.0000 0.00005343
159100.0000 0.00005323
159200.0000 0.00005334
159300.0000 0.00005277
159400.0000 0.00005326
159500.0000 0.00005325
159600.0000 0.00005293
159700.0000 0.00005320
159800.0000 0.00005317
159900.0000 0.00005375
160000.0000 0.00005312
160100.0000 0.00005343
160200.0000 0.00005283
160300.0000 0.00005290
160400.0000 0.00005370
160500.0000 0.00005406
160600.0000 0.00005301
160700.0000 0.00005334
160800.0000 0.00005371
160900.0000 0.00005325
161000.0000 0.00005379
161100.0000 0.00005401
161200.0000 0.00005345
161300.0000 0.00005357
161400.0000 0.00005342
161500.0000 0.00005345
161600.0000 0.00005360
161700.0000 0.00005282
161800.0000 0.00005370
161900.0000 0.00005288
162000.0000 0.00005339
162100.0000 0.00005312
162200.0000 0.00005311
162300.0000 0.00005334
162400.0000 0.00005387
162500.0000 0.00005240
162600.0000 0.00005298
162700.0000 0.00005317
162800.0000 0.00005268
162900.0000 0.00005310
163000.0000 0.00005202
163100.0000 0.00005341
163200.0000 0.00005347
163300.0000 0.00005330
163400.0000 0.00005389
163500.0000 0.00005303
163600.0000 0.00005345
163700.0000 0.00005354
163800.0000 0.00005296
163900.0000 0.00005278
164000.0000 0.00005222
164100.0000 0.00005348
164200.0000 0.00005405
164300.0000 0.00005276
164400.0000 0.00005385
164500.0000 0.00005287
164600.0000 0.00005306
164700.0000 0.00005331
164800.0000 0.00005324
164900.0000 0.00005281
165000.0000 0.00005321
165100.0000 0.00005350
165200.0000 0.00005388
165300.0000 0.00005338
165400.0000 0.00005432
165500.0000 0.00005414
165600.0000 0.00005276
165700.0000 0.00005342
165800.0000 0.00005353
165900.0000 0.00005347
166000.0000 0.00005260
166100.0000 0.00005331
166200.0000 0.00005353
166300.0000 0.00005290
166400.0000 0.00005406
166500.0000 0.00005395
166600.0000 0.00005324
166700.0000 0.00005373
166800.0000 0.00005295
166900.0000 0.00005320
167000.0000 0.00005334
167100.0000 0.00005353
167200.0000 0.00005336
167300.0000 0.00005304
167400.0000 0.00005288
167500.0000 0.00005378
167600.0000 0.00005286
167700.0000 0.00005295
167800.0000 0.00005304
167900.0000 0.00005293
168000.0000 0.00005421
168100.0000 0.00005269
168200.0000 0.00005397
168300.0000 0.00005304
168400.0000 0.00005346
168500.0000 0.00005345
168600.0000 0.00005246
168700.0000 0.00005344
168800.0000 0.00005363
168900.0000 0.00005360
169000.0000 0.00005363
169100.0000 0.00005314
169200.0000 0.00005269
169300.0000 0.00005283
169400.0000 0.00005304
169500.0000 0.00005306
169600.0000 0.00005356
169700.0000 0.00005414
169800.0000 0.00005302
169900.0000 0.00005344
170000.0000 0.00005363
170100.0000 0.00005331
170200.0000 0.00005303
170300.0000 0.00005365
170400.0000 0.00005421
170500.0000 0.00005403
170600.0000 0.00005368
170700.0000 0.00005360
170800.0000 0.00005309
170900.0000 0.00005387
171000.0000 0.00005388
171100.0000 0.00005337
171200.0000 0.00005303
171300.0000 0.00005404
171400.0000 0.00005340
171500.0000 0.00005319
171600.0000 0.00005360
171700.0000 0.00005346
171800.0000 0.00005312
171900.0000 0.00005357
172000.0000 0.00005296
172100.0000 0.00005325
172200.0000 0.00005422
172300.0000 0.00005303
172400.0000 0.00005272
172500.0000 0.00005377
172600.0000 0.00005331
172700.0000 0.00005343
172800.0000 0.00005332
172900.0000 0.00005284
173000.0000 0.00005267
173100.0000 0.00005301
173200.0000 0.00005389
173300.0000 0.00005310
173400.0000 0.00005282
173500.0000 0.00005273
173600.0000 0.00005297
173700.0000 0.00005307
173800.0000 0.00005398
173900.0000 0.00005402
174000.0000 0.00005334
174100.0000 0.00005354
174200.0000 0.00005339
174300.0000 0.00005343
174400.0000 0.00005316
174500.0000 0.00005369
174600.0000 0.00005333
174700.0000 0.00005297
174800.0000 0.00005325
174900.0000 0.00005327
175000.0000 0.00005355
175100.0000 0.00005344
175200.0000 0.00005344
175300.0000 0.00005340
175400.0000 0.00005354
175500.0000 0.00005269
175600.0000 0.00005305
175700.0000 0.00005332
175800.0000 0.00005299
175900.0000 0.00005318
176000.0000 0.00005356
176100.0000 0.00005367
176200.0000 0.00005356
176300.0000 0.00005272
176400.0000 0.00005357
176500.0000 0.00005268
176600.0000 0.00005279
176700.0000 0.00005322
176800.0000 0.00005375
176900.0000 0.00005363
177000.0000 0.00005340
177100.0000 0.00005310
177200.0000 0.00005348
177300.0000 0.00005269
177400.0000 0.00005317
177500.0000 0.00005286
177600.0000 0.00005378
177700.0000 0.00005308
177800.0000 0.00005299
177900.0000 0.00005337
178000.0000 0.00005289
178100.0000 0.00005324
178200.0000 0.00005405
178300.0000 0.00005296
178400.0000 0.00005327
178500.0000 0.00005426
178600.0000 0.00005318
178700.0000 0.00005397
178800.0000 0.00005341
178900.0000 0.00005284
179000.0000 0.00005390
179100.0000 0.00005354
179200.0000 0.00005332
179300.0000 0.00005251
179400.0000 0.00005288
179500.0000 0.00005354
179600.0000 0.00005379
179700.0000 0.00005295
179800.0000 0.00005324
179900.0000 0.00005346
180000.0000 0.00005356
180100.0000 0.00005405
180200.0000 0.00005363
180300.0000 0.00005294
180400.0000 0.00005322
180500.0000 0.00005304
180600.0000 0.00005355
180700.0000 0.00005281
180800.0000 0.00005254
180900.0000 0.00005322
181000.0000 0.00005241
181100.0000 0.00005327
181200.0000 0.00005331
181300.0000 0.00005379
181400.0000 0.00005262
181500.0000 0.00005361
181600.0000 0.00005295
181700.0000 0.00005313
181800.0000 0.00005288
181900.0000 0.00005404
182000.0000 0.00005413
182100.0000 0.00005333
182200.0000 0.00005324
182300.0000 0.00005316
182400.0000 0.00005358
182500.0000 0.00005351
182600.0000 0.00005282
182700.0000 0.00005275
182800.0000 0.00005316
182900.0000 0.00005305
183000.0000 0.00005275
183100.0000 0.00005309
183200.0000 0.00005328
183300.0000 0.00005377
183400.0000 0.00005282
183500.0000 0.00005311
183600.0000 0.00005360
183700.0000 0.00005343
183800.0000 0.00005329
183900.0000 0.00005285
184000.0000 0.00005348
184100.0000 0.00005389
184200.0000 0.00005341
184300.0000 0.00005305
184400.0000 0.00005364
184500.0000 0.00005281
184600.0000 0.00005414
184700.0000 0.00005358
184800.0000 0.00005342
184900.0000 0.00005374
185000.0000 0.00005328
185100.0000 0.00005331
185200.0000 0.00005375
185300.0000 0.00005380
185400.0000 0.00005384
185500.0000 0.00005329
185600.0000 0.00005303
185700.0000 0.00005362
185800.0000 0.00005329
185900.0000 0.00005316
186000.0000 0.00005344
186100.0000 0.00005267
186200.0000 0.00005388
186300.0000 0.00005371
186400.0000 0.00005346
186500.0000 0.00005434
186600.0000 0.00005267
186700.0000 0.00005400
186800.0000 0.00005259
186900.0000 0.00005364
187000.0000 0.00005345
187100.0000 0.00005316
187200.0000 0.00005379
187300.0000 0.00005274
187400.0000 0.00005278
187500.0000 0.00005295
187600.0000 0.00005277
187700.0000 0.00005301
187800.0000 0.00005269
187900.0000 0.00005324
188000.0000 0.00005378
188100.0000 0.00005271
188200.0000 0.00005344
188300.0000 0.00005298
188400.0000 0.00005322
188500.0000 0.00005287
188600.0000 0.00005353
188700.0000 0.00005325
188800.0000 0.00005288
188900.0000 0.00005303
189000.0000 0.00005271
189100.0000 0.00005352
189200.0000 0.00005333
189300.0000 0.00005320
189400.0000 0.00005355
189500.0000 0.00005243
189600.0000 0.00005336
189700.0000 0.00005320
189800.0000 0.00005345
189900.0000 0.00005344
190000.0000 0.00005319
190100.0000 0.00005371
190200.0000 0.00005302
190300.0000 0.00005348
190400.0000 0.00005311
190500.0000 0.00005334
190600.0000 0.00005343
190700.0000 0.00005331
190800.0000 0.00005322
190900.0000 0.00005291
191000.0000 0.00005290
191100.0000 0.00005399
191200.0000 0.00005359
191300.0000 0.00005349
191400.0000 0.00005364
191500.0000 0.00005260
191600.0000 0.00005234
191700.0000 0.00005313
191800.0000 0.00005386
191900.0000 0.00005379
192000.0000 0.00005253
192100.0000 0.00005353
192200.0000 0.00005334
192300.0000 0.00005324
192400.0000 0.00005287
192500.0000 0.00005251
192600.0000 0.00005340
192700.0000 0.00005303
192800.0000 0.00005277
192900.0000 0.00005264
193000.0000 0.00005311
193100.0000 0.00005326
193200.0000 0.00005248
193300.0000 0.00005279
193400.0000 0.00005376
193500.0000 0.00005312
193600.0000 0.00005354
193700.0000 0.00005455
193800.0000 0.00005351
193900.0000 0.00005303
194000.0000 0.00005332
194100.0000 0.00005265
194200.0000 0.00005246
194300.0000 0.00005340
194400.0000 0.00005248
194500.0000 0.00005358
194600.0000 0.00005243
194700.0000 0.00005326
194800.0000 0.00005339
194900.0000 0.00005349
195000.0000 0.00005294
195100.0000 0.00005346
195200.0000 0.00005289
195300.0000 0.00005304
195400.0000 0.00005317
195500.0000 0.00005370
195600.0000 0.00005390
195700.0000 0.00005309
195800.0000 0.00005309
195900.0000 0.00005362
196000.0000 0.00005366
196100.0000 0.00005355
196200.0000 0.00005378
196300.0000 0.00005330
196400.0000 0.00005354
196500.0000 0.00005327
196600.0000 0.00005369
196700.0000 0.00005303
196800.0000 0.00005347
196900.0000 0.00005334
197000.0000 0.00005346
197100.0000 0.00005227
197200.0000 0.00005342
197300.0000 0.00005318
197400.0000 0.00005334
197500.0000 0.00005321
197600.0000 0.00005309
197700.0000 0.00005369
197800.0000 0.00005294
197900.0000 0.00005387
198000.0000 0.00005336
198100.0000 0.00005294
198200.0000 0.00005298
198300.0000 0.00005288
198400.0000 0.00005368
198500.0000 0.00005355
198600.0000 0.00005351
198700.0000 0.00005310
198800.0000 0.00005352
198900.0000 0.00005310
199000.0000 0.00005333
199100.0000 0.00005366
199200.0000 0.00005381
199300.0000 0.00005372
199400.0000 0.00005346
199500.0000 0.00005346
199600.0000 0.00005294
199700.0000 0.00005413
199800.0000 0.00005319
199900.0000 0.00005249
200000.0000 0.00005314
